method,source
"/smallsql/database/SQLParser/function(smallsql.database.Command,smallsql.database.SQLToken,boolean)","[""/**"",""     * Parse any functions. The left parenthesis is already consumed from token list."",""     * @param token the SQLToken of the function"",""     * @param isEscape If the function is a FN ESCAPE sequence"",""     */ "",""    private Expression function( Command cmd, SQLToken token, boolean isEscape ) throws SQLException{"",""        Expression expr;"",""        switch(token.value){"",""        \tcase SQLTokenizer.CONVERT:{"",""        \t\tColumn col;"",""        \t\tExpression style = null;"",""        \t\tif(isEscape){"",""        \t\t\texpr = expression( cmd, 0);"",""\t\t\t\t\tnextToken(MISSING_COMMA);"",""\t\t\t\t\tcol = datatype(isEscape);"",""        \t\t}else{"",""\t        \t\tcol = datatype(isEscape);"",""\t        \t\tnextToken(MISSING_COMMA);"",""\t\t\t\t\texpr = expression( cmd, 0);"",""\t\t\t\t\ttoken = nextToken(MISSING_COMMA_PARENTHESIS);"",""\t\t\t\t\tif(token.value == SQLTokenizer.COMMA){"",""\t\t\t\t\t\tstyle = expression( cmd, 0);"",""\t\t\t\t\t}else"",""\t\t\t\t\t\tpreviousToken();"",""        \t\t}"",""        \t\tnextToken(MISSING_PARENTHESIS_R);"",""        \t\treturn new ExpressionFunctionConvert( col, expr, style );"",""        \t}"",""        \tcase SQLTokenizer.CAST:"",""        \t\texpr = expression( cmd, 0);"",""        \t\tnextToken(MISSING_AS);"",""        \t\tColumn col = datatype(false);"",""        \t\tnextToken(MISSING_PARENTHESIS_R);"",""        \t\treturn new ExpressionFunctionConvert( col, expr, null );"",""\t\t\tcase SQLTokenizer.TIMESTAMPDIFF:"",""\t\t\t\ttoken = nextToken(MISSING_INTERVALS);"",""\t\t\t\tnextToken(MISSING_COMMA);"",""\t\t\t\texpr = expression( cmd, 0);"",""\t\t\t\tnextToken(MISSING_COMMA);"",""\t\t\t\texpr = new ExpressionFunctionTimestampDiff( token.value, expr, expression( cmd, 0));"",""\t\t\t\tnextToken(MISSING_PARENTHESIS_R);"",""\t\t\t\treturn expr;"",""\t\t\tcase SQLTokenizer.TIMESTAMPADD:"",""\t\t\t\ttoken = nextToken(MISSING_INTERVALS);"",""\t\t\t\tnextToken(MISSING_COMMA);"",""\t\t\t\texpr = expression( cmd, 0);"",""\t\t\t\tnextToken(MISSING_COMMA);"",""\t\t\t\texpr = new ExpressionFunctionTimestampAdd( token.value, expr, expression( cmd, 0));"",""\t\t\t\tnextToken(MISSING_PARENTHESIS_R);"",""\t\t\t\treturn expr;"",""        }"",""\t\tExpressions paramList = expressionParenthesisList(cmd);"",""        int paramCount = paramList.size();"",""        Expression[] params = paramList.toArray();"",""        boolean invalidParamCount;"",""        switch(token.value){"",""        // numeric functions:"",""            case SQLTokenizer.ABS:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionAbs();"",""                break;"",""            case SQLTokenizer.ACOS:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionACos();"",""                break;"",""            case SQLTokenizer.ASIN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionASin();"",""                break;"",""            case SQLTokenizer.ATAN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionATan();"",""                break;"",""            case SQLTokenizer.ATAN2:"",""                invalidParamCount = (paramCount != 2);"",""                expr = new ExpressionFunctionATan2();"",""                break;"",""            case SQLTokenizer.CEILING:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionCeiling();"",""                break;"",""            case SQLTokenizer.COS:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionCos();"",""                break;"",""            case SQLTokenizer.COT:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionCot();"",""                break;"",""            case SQLTokenizer.DEGREES:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionDegrees();"",""                break;"",""            case SQLTokenizer.EXP:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionExp();"",""                break;"",""            case SQLTokenizer.FLOOR:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionFloor();"",""                break;"",""            case SQLTokenizer.LOG:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionLog();"",""                break;"",""            case SQLTokenizer.LOG10:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionLog10();"",""                break;"",""            case SQLTokenizer.MOD:"",""                invalidParamCount = (paramCount != 2);"",""                expr = new ExpressionFunctionMod();"",""                break;"",""            case SQLTokenizer.PI:"",""                invalidParamCount = (paramCount != 0);"",""                expr = new ExpressionFunctionPI();"",""                break;"",""            case SQLTokenizer.POWER:"",""                invalidParamCount = (paramCount != 2);"",""                expr = new ExpressionFunctionPower();"",""                break;"",""            case SQLTokenizer.RADIANS:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionRadians();"",""                break;"",""            case SQLTokenizer.RAND:"",""                invalidParamCount =  (paramCount != 0) && (paramCount != 1);"",""                expr = new ExpressionFunctionRand();"",""                break;"",""            case SQLTokenizer.ROUND:"",""                invalidParamCount =  (paramCount != 2);"",""                expr = new ExpressionFunctionRound();"",""                break;"",""            case SQLTokenizer.SIN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionSin();"",""                break;"",""            case SQLTokenizer.SIGN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionSign();"",""                break;"",""            case SQLTokenizer.SQRT:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionSqrt();"",""                break;"",""            case SQLTokenizer.TAN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionTan();"",""                break;"",""            case SQLTokenizer.TRUNCATE:"",""                invalidParamCount =  (paramCount != 2);"",""                expr = new ExpressionFunctionTruncate();"",""                break;"",""         "",""        // string functions:"",""\t\t\tcase SQLTokenizer.ASCII:"",""\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionAscii();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.BITLEN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionBitLen();"",""                break;"",""            case SQLTokenizer.CHARLEN:"",""            case SQLTokenizer.CHARACTLEN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionCharLen();"",""                break;"",""\t\t\tcase SQLTokenizer.CHAR:"",""\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionChar();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.CONCAT:"",""                if(paramCount != 2){"",""                    invalidParamCount = true;"",""                    expr = null;//only for compiler"",""                    break;"",""                }"",""                invalidParamCount = false;"",""                expr = new ExpressionArithmetic( params[0], params[1], ExpressionArithmetic.ADD);"",""                break;"",""            case SQLTokenizer.DIFFERENCE:"",""                invalidParamCount = (paramCount != 2);"",""                expr = new ExpressionFunctionDifference();"",""                break;"",""            case SQLTokenizer.INSERT:"",""                invalidParamCount = (paramCount != 4);"",""                expr = new ExpressionFunctionInsert();"",""                break;"",""            case SQLTokenizer.LCASE:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionLCase();"",""                break;"",""            case SQLTokenizer.LEFT:"",""                invalidParamCount = (paramCount != 2);"",""                expr = new ExpressionFunctionLeft();"",""                break;"",""\t\t\tcase SQLTokenizer.LENGTH:"",""\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionLength();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.LOCATE:"",""            \tinvalidParamCount = (paramCount != 2) && (paramCount != 3);"",""            \texpr = new ExpressionFunctionLocate();"",""            \tbreak;"",""            case SQLTokenizer.LTRIM:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionLTrim();"",""                break;"",""            case SQLTokenizer.OCTETLEN:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionOctetLen();"",""                break;"",""            case SQLTokenizer.REPEAT:"",""                invalidParamCount = (paramCount != 2);"",""                expr = new ExpressionFunctionRepeat();"",""                break;"",""            case SQLTokenizer.REPLACE:"",""                invalidParamCount = (paramCount != 3);"",""                expr = new ExpressionFunctionReplace();"",""                break;"",""\t\t\tcase SQLTokenizer.RIGHT:"",""\t\t\t\tinvalidParamCount = (paramCount != 2);"",""\t\t\t\texpr = new ExpressionFunctionRight();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.RTRIM:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionRTrim();"",""                break;"",""            case SQLTokenizer.SPACE:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionSpace();"",""                break;"",""            case SQLTokenizer.SOUNDEX:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionSoundex();"",""                break;"",""\t\t\tcase SQLTokenizer.SUBSTRING:"",""\t\t\t\tinvalidParamCount = (paramCount != 3);"",""\t\t\t\texpr = new ExpressionFunctionSubstring();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.UCASE:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionUCase();"",""                break;"",""                "",""        // date time functions"",""            case SQLTokenizer.CURDATE:"",""            case SQLTokenizer.CURRENTDATE:"",""            \tinvalidParamCount = (paramCount != 0);"",""\t\t\t\texpr = new ExpressionValue( new DateTime(DateTime.now(), SQLTokenizer.DATE), SQLTokenizer.DATE);"",""\t\t\t\tbreak;"",""            case SQLTokenizer.CURTIME:"",""            \tinvalidParamCount = (paramCount != 0);"",""\t\t\t\texpr = new ExpressionValue( new DateTime(DateTime.now(), SQLTokenizer.TIME), SQLTokenizer.TIME);"",""\t\t\t\tbreak;"",""            case SQLTokenizer.DAYOFMONTH:"",""            \tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionDayOfMonth();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.DAYOFWEEK:"",""            \tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionDayOfWeek();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.DAYOFYEAR:"",""            \tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionDayOfYear();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.HOUR:"",""            \tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionHour();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.MINUTE:"",""            \tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionMinute();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.MONTH:"",""            \tinvalidParamCount = (paramCount != 1);"",""\t\t\t\texpr = new ExpressionFunctionMonth();"",""\t\t\t\tbreak;"",""            case SQLTokenizer.NOW:"",""            \tinvalidParamCount = (paramCount != 0);"",""\t\t\t\texpr = new ExpressionValue( new DateTime(DateTime.now(), SQLTokenizer.TIMESTAMP), SQLTokenizer.TIMESTAMP);"",""\t\t\t\tbreak;"",""            case SQLTokenizer.YEAR:"",""                invalidParamCount = (paramCount != 1);"",""                expr = new ExpressionFunctionYear();"",""                break;"",""            \t"",""        // system functions:"",""            case SQLTokenizer.IIF:"",""        \t\tinvalidParamCount = (paramCount != 3);"",""            \texpr = new ExpressionFunctionIIF();"",""        \t\tbreak;"",""        \tcase SQLTokenizer.SWITCH:"",""        \t\tinvalidParamCount = (paramCount % 2 != 0);"",""        \t\tExpressionFunctionCase exprCase = new ExpressionFunctionCase();"",""        \t\tfor(int i=0; i \< paramCount-1; i +=2)"",""        \t\t\texprCase.addCase(params[i], params[i+1] );"",""        \t\texprCase.setEnd();"",""        \t\texpr = exprCase;"",""        \t\tbreak;"",""        \tcase SQLTokenizer.IFNULL:"",""        \t\tswitch(paramCount){"",""        \t\t\tcase 1:"",""        \t\t\t\treturn new ExpressionArithmetic( params[0], ExpressionArithmetic.ISNULL );"",""        \t\t\tcase 2:        \t\t\t\t"",""        \t\t\t\tinvalidParamCount = false;"",""        \t\t\t\texpr = new ExpressionFunctionIIF();"",""        \t\t\t\tExpression[] newParams = new Expression[3];"",""        \t\t\t\tnewParams[0] = new ExpressionArithmetic( params[0], ExpressionArithmetic.ISNULL );"",""        \t\t\t\tnewParams[1] = params[1];"",""        \t\t\t\tnewParams[2] = params[0];        \t\t\t\t"",""        \t\t\t\tparams = newParams;"",""        \t\t\t\tparamCount = 3;"",""        \t\t\t\tbreak;"",""        \t\t\tdefault:"",""        \t\t\t\tinvalidParamCount = true;"",""        \t\t\t\texpr = null; // only for Compiler"",""        \t\t}"",""        \t\tbreak;"",""                    "",""        // now come the aggregate functions"",""            case SQLTokenizer.COUNT:"",""\t\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\t\tif(params[0].getType() == Expression.NAME){"",""\t\t\t\t\t\t//detect special case COUNT(*)"",""\t\t\t\t\t\tExpressionName param = (ExpressionName)params[0];"",""\t\t\t\t\t\tif(\""*\"".equals(param.getName()) && param.getTableAlias() == null){"",""                            //set any not NULL value as parameter"",""\t\t\t\t\t\t\tparams[0] = new ExpressionValue(\""*\"", SQLTokenizer.VARCHAR);"",""\t\t\t\t\t\t}"",""\t\t\t\t\t}"",""\t\t\t\t\texpr = new ExpressionName( Expression.COUNT );"",""\t\t\t\t\tbreak;"",""\t\t\tcase SQLTokenizer.SUM:"",""\t\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\t\texpr = new ExpressionName( Expression.SUM );"",""\t\t\t\t\tbreak;"",""\t\t\tcase SQLTokenizer.MAX:"",""\t\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\t\texpr = new ExpressionName( Expression.MAX );"",""\t\t\t\t\tbreak;"",""\t\t\tcase SQLTokenizer.MIN:"",""\t\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\t\texpr = new ExpressionName( Expression.MIN );"",""\t\t\t\t\tbreak;"",""\t\t\tcase SQLTokenizer.FIRST:"",""\t\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\t\texpr = new ExpressionName( Expression.FIRST );"",""\t\t\t\t\tbreak;"",""\t\t\tcase SQLTokenizer.LAST:"",""\t\t\t\t\tinvalidParamCount = (paramCount != 1);"",""\t\t\t\t\texpr = new ExpressionName( Expression.LAST );"",""\t\t\t\t\tbreak;"",""\t\t\tcase SQLTokenizer.AVG:"",""\t\t\t\t\tif(paramCount != 1){"",""                        invalidParamCount = true;"",""                        expr = null;//Only for the compiler"",""                        break;"",""                    }"",""\t\t\t\t\texpr = new ExpressionName( Expression.SUM );"",""\t\t\t\t\texpr.setParams( params );"",""\t\t\t\t\tExpression expr2 = new ExpressionName( Expression.COUNT );"",""\t\t\t\t\texpr2.setParams( params );"",""\t\t\t\t\texpr = new ExpressionArithmetic( expr, expr2, ExpressionArithmetic.DIV );"",""\t\t\t\t\treturn expr;"",""            default:"",""            \tthrow createSyntaxError(token, Language.STXADD_FUNC_UNKNOWN);"",""        }"",""        if(invalidParamCount) {"",""        \tthrow createSyntaxError(token, Language.STXADD_PARAM_INVALID_COUNT);"",""        }"",""        expr.setParams( params );"",""        return expr;"",""    }""]"
/smallsql/database/ViewResult/isBeforeFirst(),"[""boolean isBeforeFirst() throws SQLException{"",""\t\treturn commandSelect.isBeforeFirst();"",""\t}""]"
/smallsql/database/ExpressionFunctionTimestampAdd/getFunction(),"[""int getFunction() {"",""\t\treturn SQLTokenizer.TIMESTAMPADD;"",""\t}""]"
/smallsql/database/Money/getImmutableObject(),"[""public Object getImmutableObject(){"",""\t\treturn toBigDecimal();"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/storesLowerCaseIdentifiers(),"[""public boolean storesLowerCaseIdentifiers() {"",""    \treturn false;"",""    }""]"
/smallsql/database/Index/Index(boolean),"[""/**"",""\t * Create an Index in the memory. An Index is like a sorted list."",""\t * @param unique true if there are no duplicated values allow."",""\t */"",""\tIndex(boolean unique){"",""\t\trootPage = new IndexNode(unique, (char)-1);"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/supportsNamedParameters(),"[""public boolean supportsNamedParameters() {"",""\t\treturn true;"",""    }""]"
/smallsql/database/SSResultSet/getBytes(java.lang.String),"[""public byte[] getBytes(String columnName) throws SQLException {"",""        return getBytes( findColumn( columnName ) );"",""    }""]"
"/smallsql/database/SSCallableStatement/getTime(int,java.util.Calendar)","[""public Time getTime(int i, Calendar cal) throws SQLException {"",""        /**@todo: Implement this java.sql.CallableStatement method*/"",""        throw SmallSQLException.create(Language.UNSUPPORTED_OPERATION, \""Method getTime() not yet implemented.\"");"",""    }""]"
/smallsql/database/ExpressionFunctionTan/getFunction(),"[""final int getFunction(){ return SQLTokenizer.TAN; }""]"
/smallsql/database/SSResultSetMetaData/getSchemaName(int),"[""public String getSchemaName(int column) throws SQLException {"",""        return null;"",""    }""]"
/smallsql/database/ExpressionFunctionBitLen/getInt(),"[""final int getInt() throws Exception {"",""        if(isNull()) return 0;"","""",""        String str = param1.getString();"",""\t\t"",""\t\treturn str.length() * BYTES_PER_CHAR * 8;"",""\t}""]"
/smallsql/database/SSStatement/executeImpl(java.lang.String),"[""final private void executeImpl(String sql) throws SQLException{"",""        checkStatement();"",""        generatedKeys = null;"",""        try{"",""            con.log.println(sql);"",""            SQLParser parser = new SQLParser();"",""            cmd = parser.parse(con, sql);"",""            if(maxRows != 0 && (cmd.getMaxRows() == -1 || cmd.getMaxRows() \> maxRows))"",""                cmd.setMaxRows(maxRows);"",""            cmd.execute(con, this);"",""        }catch(Exception e){"",""            throw SmallSQLException.createFromException(e);"",""        }"",""        needGeneratedKeys = false;"",""        generatedKeyIndexes = null;"",""        generatedKeyNames = null;"",""    }""]"
/smallsql/database/TableViewResult/deleteRow(),"[""abstract void deleteRow() throws SQLException;""]"
/smallsql/database/StoreImpl/loadUpdatedStore(),"[""/**"",""     * If the current page is only an pointer to a larger page then the larger page is loaded else it return this."",""     * @return this or the page with the valid data."",""     * @throws Exception"",""     */"",""\tfinal private StoreImpl loadUpdatedStore() throws Exception{"",""\t\tif(status != UPDATE_POINTER) return this;"",""\t\tStoreImpl storeTemp = table.getStore( ((TableStorePage)storePage).con, filePosUpdated, type);"",""\t\tstoreTemp.updatePointer = this;"",""\t\treturn storeTemp;"",""    }""]"
"/smallsql/database/TableView/load(smallsql.database.SSConnection,smallsql.database.Database,java.lang.String)","[""/**"",""\t * Load a Table or View object. "",""\t */"",""\tstatic TableView load(SSConnection con, Database database, String name) throws SQLException{"",""\t    FileChannel raFile = null;"",""\t\ttry{"",""\t\t\tString fileName = Utils.createTableViewFileName( database, name );"",""\t\t\tFile file = new File( fileName );"",""\t\t\tif(!file.exists())"",""\t\t\t\tthrow SmallSQLException.create(Language.TABLE_OR_VIEW_MISSING, name);"",""\t\t\traFile = Utils.openRaFile( file, database.isReadOnly() );"",""\t\t\tByteBuffer buffer = ByteBuffer.allocate(8);"",""\t\t\traFile.read(buffer);"",""\t\t\tbuffer.position(0);"",""\t\t\tint magic   = buffer.getInt();"",""\t\t\tint version = buffer.getInt();"",""\t\t\tswitch(magic){"",""\t\t\t\tcase MAGIC_TABLE:"",""\t\t\t\tcase MAGIC_VIEW:"",""\t\t\t\t\t\tbreak;"",""\t\t\t\tdefault:"",""\t\t\t\t\tthrow SmallSQLException.create(Language.TABLE_OR_VIEW_FILE_INVALID, fileName);"",""\t\t\t}"",""\t\t\tif(version \> TABLE_VIEW_VERSION)"",""\t\t\t\tthrow SmallSQLException.create(Language.FILE_TOONEW, new Object[] { new Integer(version), fileName });"",""\t\t\tif(version \< TABLE_VIEW_OLD_VERSION)"",""\t\t\t\tthrow SmallSQLException.create(Language.FILE_TOOOLD, new Object[] { new Integer(version), fileName });"",""\t\t\tif(magic == MAGIC_TABLE)"",""\t\t\t\treturn new Table( database, con, name, raFile, raFile.position(), version);"",""\t\t\t\treturn new View ( con, name, raFile, raFile.position());"",""\t\t}catch(Throwable e){"",""\t\t\tif(raFile != null)"",""\t\t\t\ttry{"",""\t\t\t\t\traFile.close();"",""\t\t\t\t}catch(Exception e2){"",""\t\t\t\t\tDriverManager.println(e2.toString());"",""\t\t\t\t}"",""\t\t\tthrow SmallSQLException.createFromException(e);"",""\t\t}"",""\t}""]"
"/smallsql/database/SSSavepoint/SSSavepoint(int,java.lang.String,long)","[""SSSavepoint(int id, String name, long transactionTime){"",""\t\tthis.id = id;"",""\t\tthis.name = name;"",""\t\tthis.transactionTime = transactionTime;"",""\t}""]"
/smallsql/database/ExpressionFunctionCot/getDouble(),"[""final double getDouble() throws Exception{"",""\t\tif(isNull()) return 0;"",""        return 1/Math.tan( param1.getDouble() );"",""    }""]"
/smallsql/database/Join/createJoinScrollIndex(),"[""/**"",""     * Create a ScrollJoin that based on a index. "",""     * There must not exist a index on a table. If there is no index then a index will be created."",""     * @return null if it is not possible to create a ScrollJoin based on a Index"",""     */"",""    private boolean createJoinScrollIndex() throws Exception{"",""        if(type == CROSS_JOIN){"",""            return false;"",""        }"",""        if(type != INNER_JOIN){"",""            // TODO currently only INNER JOIN are implemented"",""            return false;"",""        }"",""        if(condition instanceof ExpressionArithmetic){"",""            ExpressionArithmetic cond = (ExpressionArithmetic)condition;"",""            Expressions leftEx = new Expressions();"",""            Expressions rightEx = new Expressions();"",""            int operation = createJoinScrollIndex(cond, leftEx, rightEx, 0);"",""            if(operation != 0){"",""                scroll = new JoinScrollIndex( type, left, right, leftEx, rightEx, operation);"",""                return true;"",""            }"",""        }"",""        return false;"",""    }""]"
/smallsql/junit/TestOrderBy/testOrderBy_varchar_desc(),"[""public void testOrderBy_varchar_desc() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs;"",""\t\tString oldValue;"",""\t\t"",""\t\trs = st.executeQuery(\""SELECT * FROM \"" + table1 + \"" ORDER  by v desc\"");"",""\t\t"",""\t\tassertTrue( rs.next() );"",""\t\toldValue = rs.getString(\""v\"");"",""\t\t"",""\t\tint count = 1;"",""\t\twhile(oldValue != null && rs.next()){"",""\t\t\tString newValue = rs.getString(\""v\"");"",""\t\t\tif(newValue != null){"",""\t\t\t\tassertTrue( oldValue.compareTo( newValue ) \> 0 );"",""\t\t\t\tcount++;"",""\t\t\t}"",""\t\t\toldValue = newValue;"",""\t\t}"",""\t\tassertNull(oldValue);"",""\t\tassertFalse( rs.next() );"","""",""\t\tassertEquals( valueCount, count );"",""\t}""]"
/smallsql/database/RowSource/absolute(int),"[""boolean absolute(int row) throws Exception{"",""\t\tthrow SmallSQLException.create(Language.RSET_FWDONLY);"",""\t}""]"
/smallsql/database/ExpressionFunctionReturnString/getBoolean(),"[""final boolean getBoolean() throws Exception {"",""\t\tif(isNull()) return false;"",""\t\treturn Utils.string2boolean(getString().trim());"",""\t}""]"
/smallsql/database/SSResultSet/getUnicodeStream(int),"[""public InputStream getUnicodeStream(int columnIndex) throws SQLException {"",""        /**@todo: Implement this java.sql.ResultSet.getUnicodeStream method*/"",""        throw SmallSQLException.create(Language.UNSUPPORTED_OPERATION, \""getUnicodeStream\"");"",""    }""]"
/smallsql/database/ExpressionFunction/createUnspportedConversion(int),"[""/**"",""     * Create a SQLException that the current function can not convert the specific data type."",""     * @param dataType A data type const from SQLTokenizer."",""     */"",""    SQLException createUnspportedConversion( int dataType ){"",""    \tObject[] params = {"",""    \t\t\tSQLTokenizer.getKeyWord(dataType),"",""    \t\t\tSQLTokenizer.getKeyWord(getFunction())"",""    \t};"",""        return SmallSQLException.create(Language.UNSUPPORTED_CONVERSION_FUNC, params);"",""    }""]"
